name,city,countryCode,neighborhood,starLevel,overallScore,reviewCount,ratingLabel,cleanliness,locationRating,staffRating,latitude,longitude,hotelId,scrapedAt,description,descriptionLanguage,reviews
Leonardo Royal London St Paul's,London,UK,The City - Tower Bridge - St. Pauls Cathedral,4.0,8.7,8750.0,Very Good,9.1,9.5,9.0,51.5126020000001,-0.0990999999999076,18184504.0,2026-05-04T08:39:49.731Z,"Located beside St Paul’s Cathedral in London’s business district, this 4-star hotel features a fantastic pool and luxurious rooms. Each elegant room at the Leonardo Royal Hotel London St Paul’s features a luxury bathroom with power shower, designer toiletries, and power hairdryers. Rooms offer a flat-screen TV with satellite channels, bathrobes and slippers, and free WiFi. A full buffet breakfast is offered, and the bar and restaurant are fully open. Rena health and fitness club features a fully equipped gym with TVs, personal trainers, and fitness classes. Rena spa offers a number of luxurious treatments, while guests can relax in the hot tub and sauna. The hotel also has 2 floors of meeting and events space. St Paul’s Underground Station and the London Stock Exchange are both a 5-minute walk away. One New Change shopping center is a 4-minute walk away and Shakespeares Globe is an 11-minute walk away. ",en,[]
Alhambra Hotel,London,UK,Bloomsbury - Marble Arch - Kings Cross Station & British Museum,2.5,7.8,1625.0,Good,8.2,9.5,9.0,51.5293648200001,-0.123907327999916,8155303.0,2026-05-04T08:39:52.962Z,"Alhambra Hotel is located in central London, right next to King’s Cross St Pancras station. It offers affordable accommodations 5 minutes’ walk from the Eurostar at St Pancras International. Free Wi-Fi is available throughout the building, and there is a 24-hour reception desk. Rooms at Alhambra are clean and warm, with central heating, carpeted floors, flat-screen TVs and hairdryer. Most rooms benefit from a compact private bathroom. Alhambra Hotel has several annex buildings across the road. 24-hours front desk is available at the main building. The hotel is 1.5 miles from Regent’s Park. London Zoo is a 10-minute drive from the building, and the British Museum can be reached in 20 minutes’ walk. There is easy access to Covent Garden via the London Underground, and Heathrow Airport can be reached on the Piccadilly Line. ",en,[]
ME London by Melia,London,UK,Mayfair - Soho,5.0,8.4,677.0,Very Good,9.0,9.5,8.9,51.5111725,-0.11945929999996,32187506.0,2026-05-04T08:39:54.360Z,"Set on the Strand, ME by Meliá London - Covent Garden by Melia - Covent Garden overlooks the impressive Somerset House. With international fine dining, this elegant hotel offers the STK London and the Italian oriented restaurant Luciano by Gino D´Acampo . It is just 2 minutes’ walk from the River Thames, Covent Garden, Somerset House and Soho. Its Radio Rooftop Bar features panoramic views of London. With interiors designed by Foster and Partners, this innovative hotel has a cosmopolitan atmosphere and contemporary music. The rooms boast floor-to-ceiling windows with impressive views, an integrated media hub, and an LCD TV. The private bathrooms include a Bali shower. The rooms also boast free WiFi, 24-hour gym access and 24-hour room service. Enjoy Radio Rooftop with views over London for an unmissable experience, cocktail in hand. Guests can also relax in the ultra-modern Marconi Lounge Bar which offers smoothies, pastries and coffees. ME by Meliá London - Covent Garden by Melia - Covent Garden offers a personalized service to guests and can offer tailored tourist information and reserve tickets for events and attractions. The hotel is 5 minutes’ walk from the bright lights of the West End. Trafalgar Square is 10 minutes’ walk away and Temple Tube Station is 5 minutes away by foot. Enjoy Radio Rooftop with views over London for an unmissable experience, cocktail in hand. ",en,[]
Mercure London Earls Court,London,UK,Hammersmith,4.0,8.4,526.0,Very Good,,,,51.48606873,-0.199964,94273606.0,2026-05-04T08:39:55.732Z,"Located 1.1 miles from Olympia Exhibition Centre, Mercure London Earls Court offers 4-star accommodations in London and has a shared lounge, a restaurant and a bar. Among the facilities at this property are room service and a 24-hour front desk, along with free WiFi throughout the property. Guests can have a drink at the snack bar. The rooms at the hotel come with a seating area, a flat-screen TV with satellite channels, a safety deposit box and a private bathroom with a shower, free toiletries and a hairdryer. Mercure London Earls Court has some accommodations with city views, and rooms are equipped with a coffee machine. All guest rooms have a desk. Breakfast is available, and includes buffet, continental and Full English/Irish options. Stamford Bridge Stadium is one mile from the accommodation, while South Kensington Tube Station is 1.3 miles from the property. London Heathrow Airport is 11 miles away. ",en,[]
Leonardo Royal London Tower Bridge,London,UK,The City - Tower Bridge - St. Pauls Cathedral,4.0,8.5,6852.0,Very Good,9.0,9.0,8.8,51.5113947600001,-0.0722999999999274,11654303.0,2026-05-04T08:39:58.838Z,"Boasting spacious rooms with LED TVs, cozy bathrobes and free Wi-Fi, this hotel is located in central London, 15 minutes’ walk from the Tower of London. Tower Hill Underground Station is just a 5-minute walk away. Each luxurious room at Leonardo Royal London Tower Bridge offers modern amenities including free WiFi, satellite channels and private bathroom with luxury toiletries. Leo's Restaurant and Bar serves a range of grill and à la carte. A range of cocktails and wines is offered in the sophisticated lounge bar. A Breakfast Buffet is served daily in the restaurant. Fenchurch Street Station is less than 10 minutes away on foot, and Tower Bridge is a 10-minute walk. London Bridge can be reached in 10 minutes on foot. A 25-yard swimming pool and a gym feature in the hotel's Rena Health and Leisure. There is a business center on site, and there are well-equipped event suites for guests to use. Some rooms offer a 10% discount on spa treatments. The pool is busier than usual on weekends and Bank holidays. ",fr,[]
Point A Hotel London Kings Cross - St. Pancras,London,UK,Bloomsbury - Marble Arch - Kings Cross Station & British Museum,2.5,7.9,2892.0,Good,8.3,9.2,8.8,51.52886,-0.1196721,30283305.0,2026-05-04T08:39:59.938Z,"Point A Hotel London Kings Cross – St Pancras is located a 5-minute walk from King’s Cross train station, 1.2 miles from British Museum and 1.3 miles from Dominion Theater. The hotel offers free WiFi throughout the property. Every room is compact and well designed, featuring a comfortable bed, private bathrooms with a power shower, free high-speed WiFi, USB charging point, air-conditioning, flat-screen TV and a safe. Blackout curtains are also featured to ensure you have a good night's sleep. Point A Hotel London Kings Cross offers a 24-hour reception and contemporary lobby area where guests can continue to make use of the the high-speed WiFi, enjoy the continental breakfast served each morning and coffee and snacks provided throughout the day. The property has great transport links, being just 2297 ft from Kings Cross St Pancras Underground Station, Kings Cross National Rail and St Pancras International Station. Heathrow Airport can be reached within one hour via Paddington train station. ",en,[]
Holiday Inn London - Regents Park By IHG,London,UK,Bloomsbury - Marble Arch - Kings Cross Station & British Museum,4.0,8.2,2878.0,Very Good,8.6,9.2,9.1,51.5225015500001,-0.141039123999917,277403.0,2026-05-04T08:40:01.793Z,"In the heart of London, this modern 4-star hotel is just a 5-minute walk from Regent’s Park and 2 Tube Stations. It has a bar, a restaurant and 24-hour reception and room service. Free WiFi is available. The bedrooms have modern décor and all have a bathroom with a bath, a shower and a hairdryer. Other facilities include tea and coffee, satellite TV and air conditioning. The Junction Restaurant at the Holiday Inn London - Regent's Park serves a menu of classic British food, where under-12s eat for free. The Junction Bar and Lounge stocks a range of international beers, wines and cocktails. Start the morning with a buffet breakfast including a selection of continental and cooked items. Conveniently located in London’s West End, this Holiday Inn is just 0.5 miles from Oxford Street’s shops, various theaters and Madame Tussauds. It is also 1.3 miles away from London Zoo. ",en,[]
Royal National Hotel,London,UK,Bloomsbury - Marble Arch - Kings Cross Station & British Museum,3.0,7.5,5059.0,Good,8.3,9.1,8.5,51.5228000000001,-0.12756399999995,607703.0,2026-05-04T08:40:03.511Z,"Ideally located in the center of London, Royal National Hotel has free WiFi throughout the property and a bar. This 3-star hotel offers luggage storage space. Guests can have a drink at the snack bar. All rooms in the hotel are equipped with an electric tea pot. At Royal National Hotel the rooms have a closet, a flat-screen TV and a private bathroom. The breakfast offers buffet, Full English/Irish or vegetarian options. At the accommodation you'll find a restaurant serving British and Italian cuisine. Vegetarian, vegan and gluten-free options can also be requested. Speaking Arabic, English, Spanish and Hindi, staff are always on hand to help at the reception. Popular points of interest near Royal National Hotel include British Museum, Euston Train Station and Dominion Theatre. London City Airport is 8.7 miles from the property. ",en,[]
Hilton London Syon Park,London,UK,Ealing - Chiswich & Acton,4.0,8.3,1340.0,Very Good,8.7,8.8,8.7,51.477227,-0.31405799,12889305.0,2026-05-04T08:40:05.713Z,"Hilton London Syon Park has a fitness center, garden, a terrace and restaurant in Brentford. With free WiFi, this 4-star hotel offers room service and a 24-hour front desk. The property has an ATM, a concierge service and currency exchange for guests. A buffet, continental or Full English/Irish breakfast is served at the property. Boston Manor Tube Station is 1.2 miles from the hotel, while Twickenham Stadium is 2.5 miles from the property. London Heathrow Airport is 6.2 miles away. ",en,[]
Holiday Inn London - Whitechapel By IHG,London,UK,East London - Islington - Hoxton & Shoreditch,4.0,8.2,586.0,Very Good,8.8,7.4,9.2,51.51472851,-0.05709081,21725906.0,2026-05-04T08:40:07.902Z,"Located in East London. This Holiday Inn hotel is only a 5-minute walk from both Whitechapel and Shadwell Underground Stations. It has a restaurant, a lounge bar and a fitness center with mini gym. All rooms include free Wi-Fi, air-conditioned and come equipped with a flat-screen TV. London’s financial district, central London and London Heathrow Airport can also be reached within 10 minutes using the multiple transport options including the Elizabeth line, Tube, Overground and DLR tube lines. For shopping and leisure, guests can visit the West End and the new Westfield Stratford, both only 10 minutes away. London City Airport is 5 miles away. ",en,[]
Hilton London Kensington,London,UK,Kensington - Earl's Court,4.0,7.1,2852.0,Good,7.5,8.4,8.3,51.50511034,-0.21389531,594203.0,2026-05-04T08:40:09.743Z,"Located in the Royal Borough of Kensington and Chelsea; the Holland Park district and just 5 minutes' walk from the Westfield London Shopping Center; Hilton London Kensington offers the perfect base. Each of the spacious rooms at the Hilton London Kensington Hotel is light and modern, with free toiletries, tea and coffee making facilities, flat-screen TVs. Decorated with modern art, the WestEleven Restaurant serves a breakfast buffet every morning. The stylish Avenue Bar & Lounge is set within the lobby and offers an á la carte menu, a wide selection of drinks, and computer terminals with internet access. Shepherd’s Bush Rail and Underground Station and the lovely Holland Park are just a 5-minute walk from the hotel. Hyde Park is either a 25-minute walk or a short underground ride away. ",fr,[]
