hotel_name;external_city;external_country;external_lat;external_lon;geocoded_lat;geocoded_lon;geocoder;matched_name;matched_type;distance_km;status
Honey Badger Lodge;Moshi;Tanzania;-3.3511084;37.3838143;-3.3511084;37.3838143;photon;Honey Badger LODGE, Msaranga Street, Tanzania;guest_house/N/2510140989;0.0;OK
Keys Hotel;Moshi;Tanzania;-3.3322156;37.3623716;-3.3321777;37.3622923;photon;Keys Hotel, Korini Kati, Tanzania;hotel/W/383445168;0.01;OK
Hotel du Lac;Cotonou;Benin;6.3591093;2.4450372;6.3591093;2.4450372;photon;Hôtel du lac, Cotonou, Bénin;hotel/N/2773800994;0.0;OK
CocoNuts;Grand Baie;Mauritius;-19.9996013;57.5838136;-19.9996013;57.5838136;photon;Coconuts, Grand Baie VCA, East, Mauritius;guest_house/N/4605166492;0.0;OK
Hilton Yaounde;Yaounde;Cameroon;3.8645784;11.5156674;3.8645784;11.5156674;photon;Hilton Yaoundé, Yaoundé, Cameroun;hotel/N/6310721514;0.0;OK
Central Hotel;Yaounde;Cameroon;3.8595282;11.5185731;3.8595359;11.5185731;photon;Central Hotel, Yaoundé, Cameroun;hotel/W/192837930;0.0;OK
Casa Perleta;Chefchaouen;Morocco;35.1699934;-5.263992;35.1699934;-5.263992;photon;Casa Perleta, Chefchaouen ⵛⴼⵛⴰⵡⵏ شفشاون, Maroc ⵍⵎⵖⵔⵉⴱ المغرب;hotel/N/3795380375;0.0;OK
Imperial Hotel;Kisumu;Kenya;-0.1027995;34.7520198;-0.1028472;34.7519821;photon;Imperial Hotel Express, Kisumu, Kenya;hotel/W/324327988;0.01;OK
Villa Paradiso;Madibeng;South Africa;-25.7190181;27.8936902;-25.7190181;27.8936902;photon;Villa Paradiso, Madibeng Local Municipality, South Africa;hotel/N/5657109126;0.0;OK
Hotel Continental;Tangier;Morocco;35.7875082;-5.8095119;35.7875191;-5.8095229;photon;Hotel Continental, Tanger ⵜⵉⵏ ⵉⴳⴳⵉ طنجة, Maroc ⵍⵎⵖⵔⵉⴱ المغرب;hotel/W/359101160;0.0;OK
Rembrandt Hotel;Tangier;Morocco;35.7799135;-5.8084522;35.7799162;-5.8084523;photon;Hotel Rembrandt, Tanger ⵟⴰⵏⵊⴰ طنجة, Maroc ⵍⵎⵖⵔⵉⴱ المغرب;hotel/W/360079712;0.0;OK
Villa Mandarine;Rabat;Morocco;33.9648683;-6.8477025;33.9648683;-6.8477025;photon;Villa Mandarine, Rabat ⵔⴱⴰⵟ الرباط, Maroc ⵍⵎⵖⵔⵉⴱ المغرب;hotel/N/528061362;0.0;OK
Hotel Santiago;Santiago;Cape Verde;14.9086856;-23.517942;14.9086856;-23.517942;photon;Hotel Santiago, Praia, Cabo Verde;hotel/N/2641826041;0.0;OK
Dar Sidi Bounou;M'Hamid;Morocco;29.8245429;-5.677888;29.8245429;-5.677888;photon;Dar Sidi Bounou, M'Hamid El Ghizlane ⵎⵃⴰⵎⵉⴷ ⵍⵖⵯⵣⵍⴰⵏ امحاميد الغزلان, Maroc ⵍⵎⵖⵔⵉⴱ المغرب;guest_house/N/11369160744;0.0;OK
Hotel Kasbah Azalay;M'Hamid;Morocco;29.8211009;-5.718188;29.8211009;-5.718188;photon;Hotel Kasbah Azalay, M'Hamid El Ghizlane ⵎⵃⴰⵎⵉⴷ ⵍⵖⵯⵣⵍⴰⵏ امحاميد الغزلان, Maroc ⵍⵎⵖⵔⵉⴱ المغرب;hotel/N/5506469596;0.0;OK
Mango Beach House;Jambiani;Tanzania;-6.305202;39.5430096;-6.305202;39.5430096;photon;Mango Beach House, Jambiani, Tanzania;guest_house/N/5305114813;0.0;OK
Hotel Continental;Luanda;Angola;-8.8108913;13.2254168;-8.8108913;13.2254168;photon;Hotel Continental, Luanda, Angola;hotel/N/2026106457;0.0;OK
Peppers Broadbeach;Gold Coast;Australia;-28.0307164;153.4319999;-28.0307164;153.4319999;photon;Peppers Broadbeach, Gold Coast, Australia;hotel/N/2443908978;0.0;OK
Garden Hotel;Christchurch;New Zealand;-43.4992064;172.6637251;-43.4990373;172.6637255;photon;Garden Hotel, Christchurch, New Zealand / Aotearoa;hotel/W/1079420190;0.02;OK
Grand Pacific Hotel;Viti Levu;Fiji;-18.1470185;178.422521;-18.1471566;178.4227537;photon;Grand Pacific Hotel, Suva, Viti;hotel/W/398960340;0.03;OK
Holiday Inn Suva;Viti Levu;Fiji;-18.145607;178.4227478;-18.1453357;178.4227503;photon;Holiday Inn Suva, Suva, Viti;hotel/W/23708588;0.03;OK
Mayfair Hotel;Adelaide;Australia;-34.9232389;138.5991939;-34.9232274;138.5991938;photon;Mayfair Hotel, Adelaide, Australia;hotel/W/227070038;0.0;OK
Adelaide Central YHA;Adelaide;Australia;-34.9262748;138.5945679;-34.9262748;138.594568;photon;Adelaide Central YHA, Adelaide, Australia;hostel/W/253753048;0.0;OK
Pacific Resort Rarotonga;Rarotonga;Cook Islands;-21.2562816;-159.7306641;-21.2552238;-159.731552;photon;Pacific Resort, Ngatangiia, Kūki 'Āirani;bus_stop/N/874388620;0.15;OK
Hyatt Regency Saipan;Saipan;Mariana Islands;13.5127279;144.8048726;15.21631;145.7169;photon;Hyatt Regency Saipan, Garapan, United States;hotel/node (exact name match);213.39;OK_EXACT
The Moorings;Wanaka;New Zealand;-44.6929462;169.1362704;-44.6929462;169.1362704;photon;The Moorings, Wānaka, New Zealand / Aotearoa;motel/N/10864292817;0.0;OK
Dave Parker Eco Lodge;Upolu;Samoa;-13.8815125;-171.8237001;-13.8814673;-171.8237563;photon;Dave Parker's Eco Lodge, Leaupani, Sāmoa;alpine_hut/W/1472191401;0.01;OK
Abbey Beach Resort;Busselton;Australia;-33.6587935;115.2742119;-33.6582992;115.2507137;photon;Busselton Holiday Houses by the Beach, Australia;chalet/W/1299928925;2.18;OK
Rydges Port Macquarie;Port Macquarie;Australia;-31.4271231;152.8983533;-31.4270821;152.8983528;photon;Sails Port Macquarie by Rydges, Port Macquarie, Australia;hotel/W/379282323;0.0;OK
Beachside Backpackers;Port Macquarie;Australia;-31.4321;152.9143476;-31.432651;152.9002327;photon;Ozzie Pozzie Backpackers Port Macquarie YHA, Port Macquarie, Australia;hostel/N/4251943720;1.34;OK
Samoan Outrigger Hotel;Apia;Samoa;-13.8445568;-171.75983;-13.8445537;-171.7598308;photon;Samoan Outrigger Hotel, Tanugamanono, Sāmoa;hotel/W/1125187998;0.0;OK
Le Alaimoana Hotel;Apia;Samoa;-13.8337069;-171.753186;-13.8337069;-171.753186;photon;Le Alaimoana Hotel, Moata'a, Sāmoa;hotel/N/1980446088;0.0;OK
Dave Parker Eco Lodge;Apia;Samoa;-13.8815125;-171.8237001;-13.8814673;-171.8237563;photon;Dave Parker's Eco Lodge, Leaupani, Sāmoa;alpine_hut/W/1472191401;0.01;OK
Hotel Elisa;Apia;Samoa;-13.8260664;-171.7738231;-13.8260272;-171.7738261;photon;Hotel Elisa, Sogi, Sāmoa;hotel/R/19188284;0.0;OK
Stay Margaret River;Margaret River;Australia;-33.9525135;115.0746846;-33.9175703;115.0414204;photon;Fair harvest permaculture farm stay, Margaret River, Australia;camp_site/N/6326617785;4.95;OK
Gateway Motel;Picton;New Zealand;-41.2897304;174.0074287;-41.2897304;174.0074287;photon;Gateway Motel, Picton, New Zealand / Aotearoa;motel/N/5616139656;0.0;OK
Captain Cook Apartments;Tongatapu Island;Tonga;-21.1276113;-175.2094912;-21.1276113;-175.2094912;photon;Captain Cook's Appartments, Hōfoa, Tonga;hotel/N/3436794529;0.0;OK
Emerald Hotel;Tongatapu Island;Tonga;-21.1347759;-175.1955419;-21.1347673;-175.195535;photon;Emerald Hotel, Nukuʻalofa, Tonga;hotel/W/369334237;0.0;OK
Alma Motel;Oamaru;New Zealand;-45.1123361;170.9097122;-45.1123304;170.9097139;photon;Alma Motel, New Zealand / Aotearoa;motel/W/1413604483;0.0;OK
Sandpiper Motel;Apollo Bay;Australia;-38.7515943;143.6681773;-38.7515943;143.6681773;photon;Sandpiper Motel, Apollo Bay, Australia;motel/N/2077031933;0.0;OK
