OBJECTID,NrRNET,Denominacao,EntProprietaria,EntExploradora,TipologiaET,Categoria,NrUnidAloj,NrCamasFixas,NrQuartos,NrSuites,NrApart,NrMoradias,NrCampistas,IntegraCT,DesignacaoCT,CampoGolfe,SalasReunioes,CapacSalasReunioes,SPA,OutrosEquip,DataTituloValAbert,ClassificacaoTdP,ImovelClassificado,Website,Email,Endereco,CodigoPostal,LocalidadeCP,LatLong,FiabilidadeGeo,DTMNFR,Freguesia,Concelho,Distrito,NUTSIII,NUTSII,ERT,SeloCleanSafe
89,11698,Mancha del negro,MARIA LUIZA DE SACADURA BOTE E MAIA SECO BRANDÃO,MARIA LUIZA DE SACADURA BOTE E MAIA SECO BRANDÃO,CasaDeCampo,0,1,2,1,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1661817600000,Nao,Não,,A.reynoldsbrandao@gmail.com,Rua combatentes ultramar 5,6290-651,VINHÓ,"40,49566854 ; -7,62858735",PoucoFiavel,090627,União das freguesias de Moimenta da Serra e Vinhó,Gouveia,Guarda,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Não
91,11700,Quinta da Bela Vista do Lima,Alberto Óscar Carvalho da Silva Barros,FLOWER TURISMO LDA,Agroturismo,0,8,10,5,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1713484800000,Nao,Não,,flowerturismo@gmail.com,"Rua do Topo n.º 69 - Buraco, Correlhã",4990-289,PONTE DE LIMA,"41,76058002 ; -8,59894996",Fiavel,160716,Correlhã,Ponte de Lima,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Não
92,11702,Craveira Country House,Vanessa Alexandra Gonçalves Jeremias,Vanessa Alexandra Gonçalves Jeremias,CasaDeCampo,0,5,10,0,5,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1710374400000,Nao,Não,,craveiracountryhouse@hotmail.com,Monte da Craveira,7555-267,CERCAL DO ALENTEJO,"37,86889037 ; -8,71361741",Fiavel,150903,Cercal,Santiago do Cacém,Setúbal,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
93,11704,Quinta dos Mascarenhas,Quinta dos Mascarenhas,Quinta dos Mascarenhas,CasaDeCampo,0,1,2,1,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1706227200000,Nao,Não,www.quintadosmascarenhas.pt,talentiaudacia@gmail.com,Estrada da Ribeirinha (Barroca Alta) - Lagares da Beiraa,3405-148,LAGARES OHP,"40,41251368 ; -7,85819724",Fiavel,061106,Lagares,Oliveira do Hospital,Coimbra,Região de Coimbra,Centro,Turismo do Centro de Portugal,Não
95,5660,Posto de São Marcos,Rota do Guadiana - Associação de Desenvolvimento,Rota do Guadiana - Associação de Desenvolvimento,CasaDeCampo,0,9,36,9,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1433462400000,NA,Não,www.rotaguadiana.org,rota@rotaguadiana.org,Monte Isolado na Serra de Serpa,7830-021,Vila Nova de São Bento,"37,77227385 ; -7,43360957",PoucoFiavel,021311,Vila Nova de São Bento,Serpa,Beja,Baixo Alentejo,Alentejo,Turismo do Alentejo,Não
97,1390,CASA DO RIO TÁVORA,Luis Paulo Soeiro do Nascimento Correia Alves,"CRONICA D'AVENTURA - TURISMO NATUREZA, LDA",CasaDeCampo,0,3,6,3,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1294012800000,NA,Não,,cronicasdaterra@sapo.pt,Quinta do Rio Távora,3640-120,Freixinho,"40,925869 ; -7,52284444",PoucoFiavel,181820,União das freguesias de Penso e Freixinho,Sernancelhe,Viseu,Douro,Norte,Turismo do Porto e Norte de Portugal,Não
98,4243,Ruralidades,JOSE ANTONIO FONSECA AGUIAR,JOSE ANTONIO FONSECA AGUIAR,CasaDeCampo,0,3,8,3,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1379462400000,NA,Não,www.ruralidades.net,sofiabotlopes@homail.com,"Largo da Carreira, nº34",6370-353,Matança,"40,620196 ; -7,539551",PoucoFiavel,090505,Fornos de Algodres,Fornos de Algodres,Guarda,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Não
99,4645,Casas do Juízo - Turismo de Aldeia Lda,Casas do Juízo- Turismo de aldeia Lda,Casas do Juízo- Turismo de aldeia Lda,CasaDeCampo,0,5,16,5,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1388707200000,NA,Não,www.casasdojuizo.com,reservas@casasdojuizo.com,"Vale do Côa, Rua de São Lourenço nº2, Juízo",6400-145,Azevo,"40,869765 ; -7,160307",PoucoFiavel,091033,Vale do Côa,Pinhel,Guarda,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Sim
104,7292,Quinta da Samoqueirinha,C.D.A. Sport Limited,"BUBBLES-MILFONTES - EXPLORA??O HOTELEIRA, LDA",CasaDeCampo,0,11,22,9,2,0,0,0,NaoIntegra,,Não,Não,0,Não,-,1308614400000,NA,Não,www.dunaparque.com,geral@quintadasamoqueirinha.com,Samoqueirinha,7630-428,São Luís,"37,72788935 ; -8,71775385",Fiavel,021106,São Luís,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
105,6780,Casa do Alto,Vasconcelos,Vasconcelos,CasaDeCampo,0,4,7,4,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1395273600000,NA,Não,,casadoalto.ter@gmail.com,Alto da Devesa,5470-073,Chã,"41,767594 ; -7,795772",PoucoFiavel,170604,Chã,Montalegre,Vila Real,Alto Tâmega e Barroso,Norte,Turismo do Porto e Norte de Portugal,Não
106,6926,Casas do Cruzeiro,CASAS CRUZEIRO TURISMO E IMOBILIARIA LDA,CASAS CRUZEIRO TURISMO E IMOBILIARIA LDA,CasaDeCampo,0,57,108,57,0,0,0,0,NaoIntegra,,Não,Sim,40,Não,,1016755200000,NA,Não,www.casasdocruzeiro.pt,reservas@casasdocruzeiro.pt,Avenida da Igreja nº 5,6270-151,Sabugueiro Sei,"40,40225766 ; -7,6403577",Fiavel,091210,Sabugueiro,Seia,Guarda,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Não
107,6935,Casa da Portela,EDUARDO FRANCISCO BESSA DA COSTA SEIXAS,EDUARDO FRANCISCO BESSA DA COSTA SEIXAS,CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1494374400000,NA,Não,www.quintadesantajulia.com,ecostaseixas@gmail.com,Quinta de Santa Júlia - Loureiro,5050-315,Loureiro Prg,"41,17618 ; -7,815237",PoucoFiavel,170805,Loureiro,Peso da Régua,Vila Real,Douro,Norte,Turismo do Porto e Norte de Portugal,Não
108,6936,Casa Quinta Nova,EDUARDO FRANCISCO BESSA DA COSTA SEIXAS,EDUARDO FRANCISCO BESSA DA COSTA SEIXAS,CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1494374400000,NA,Não,www.quintadesantajulia.com,ecostaseixas@gmail.com,Quinta de Santa Júlia,5050-315,Loureiro Prg,"41,180793 ; -7,813957",PoucoFiavel,170805,Loureiro,Peso da Régua,Vila Real,Douro,Norte,Turismo do Porto e Norte de Portugal,Não
109,6993,Camélias de Basto - Casa da Caneleira,Albertino Teixeira da Mota e Silva,"Camélias de Basto, Lda.",CasaDeCampo,0,6,14,6,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1436227200000,NA,Não,www.cameliasdebasto.com,info@cameliasdebasto.com,Rua de Nossa Senhora de Oliveira,4890-165,Codeçoso,"41,338079 ; -8,022826",PoucoFiavel,030508,Codeçoso,Celorico de Basto,Braga,Tâmega e Sousa,Norte,Turismo do Porto e Norte de Portugal,Sim
110,6995,Camélias de Basto - Casa do Tanque,Albertino Teixeira da Mota e Silva,"Camélias de Basto, Lda.",CasaDeCampo,0,8,17,8,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1436227200000,NA,Não,www.cameliasdebasto.com,info@cameliasdebasto.com,Rua de Nossa Senhora de Oliveira,4890-165,Codeçoso,"41,339759 ; -8,02278",PoucoFiavel,030508,Codeçoso,Celorico de Basto,Braga,Tâmega e Sousa,Norte,Turismo do Porto e Norte de Portugal,Sim
111,7059,casa pelourinho,JOSE MANUEL RODRIGUES SEQUEIRA,JOSE MANUEL RODRIGUES SEQUEIRA,CasaDeCampo,0,1,2,1,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1484611200000,NA,Não,,marina.sequeira@hotmail.com,Rua Dr. Aquiles Goncalves nº29,6290-121,Melo,"40,520074 ; -7,535036",PoucoFiavel,090626,União das freguesias de Melo e Nabais,Gouveia,Guarda,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Não
113,7352,Casa de Fora,ANTONIO MANUEL LOPES GOMES DA SILVA,ANTONIO MANUEL LOPES GOMES DA SILVA,CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1234742400000,NA,Não,www.casadefora.com,info@casadefora.com,Rua do Ribeiro n.º 13,4820-001,Aboim Faf,"41,5517 ; -8,10338056",PoucoFiavel,030737,"União de freguesias de Aboim, Felgueiras, Gontim e Pedraído",Fafe,Braga,Ave,Norte,Turismo do Porto e Norte de Portugal,Não
114,7386,Casa da Lapa Ibérica,SOITO DA LAPA TURISMO DE ALDEIA LDA,SOITO DA LAPA TURISMO DE ALDEIA LDA,CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1229472000000,NA,Não,www.casasdosoito.com,nuno@soito.com,"Rua do Calvario, 8",6270-651,Lapa dos Dinheiros,"40,378753 ; -7,707078",PoucoFiavel,091237,Lapa dos Dinheiros,Seia,Guarda,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Sim
118,7902,Casa de Campo Lagoa dos Salgados,ROSALIA DE FÁTIMA DAS DORES PINHEIRO E SOUSA ,ROSALIA DE FATIMA DAS DORES PINHEIRO E SOUSA,CasaDeCampo,0,10,20,9,1,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior (2); Parque infantil,1511395200000,NA,Não,,rosaliapinheirosousa@gmail.com,Sítio das Relvas,8365-204,Pêra,"37,10785498 ; -8,33825333",Fiavel,081313,Pêra,Silves,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
119,7905,Quinta dos Morangueiros,PEDRO BARBOSA MARTINS DA COSTA E OUTROS,"REPORT BUBBLE, UNIPESSOAL LDA",CasaDeCampo,0,8,16,7,1,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1528156800000,NA,Não,,peter.costa@hotmail.com,Senhora da Guia,5110-012,Aldeias Amm,"41,10837814 ; -7,70961938",Fiavel,180101,Aldeias,Armamar,Viseu,Douro,Norte,Turismo do Porto e Norte de Portugal,Não
121,7939,Herdade do Clube de Tiro de Monfortinho,IMOPADUA SOCIEDADE IMOBILIARIA S A,Clube Tiro Desportivo Monfortinho,CasaDeCampo,0,4,8,4,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1590451200000,NA,Não,www.clubetiromonfortinho.pt,info@clubetiromonfortinho.pt,"EN 240, km 61",6060-072,Monfortinho,"39,97139016 ; -6,90380975",Fiavel,050519,União das freguesias de Monfortinho e Salvaterra do Extremo,Idanha-a-Nova,Castelo Branco,Beira Baixa,Centro,Turismo do Centro de Portugal,Sim
122,7951,Casas de Turismo Rural Peixoto,DSPI - DA SILVA PEIXOTO INVESTIMENTOS LDA,DSPI - DA SILVA PEIXOTO INVESTIMENTOS LDA,CasaDeCampo,0,7,14,7,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1520812800000,NA,Não,casas-turismo-rural-peixoto.com,germain.peixoto@gmail.com,"Lugar de Sá, nº 42 - Souto",4840-130,Souto Tbr,"41,6971114 ; -8,34050081",Fiavel,031014,Souto,Terras de Bouro,Braga,Cávado,Norte,Turismo do Porto e Norte de Portugal,Sim
123,7980,Palace Museum Espaço Palmeiras,MARIA ADELAIDE FERNANDES DE OLIVEIRA,MEMORIAS SIMPATICAS - UNIPESSOAL LDA,TurismoDeHabitacao,0,4,8,0,4,0,0,0,NaoIntegra,,Não,Não,0,Não,-,-805593600000,NA,Não,,ESPACO.PALMEIRAS@GMAIL.COM,"Travessa de São Carlos, n.º 7",4050-544,Porto,"41,15163643 ; -8,61448303",Fiavel,131217,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Turismo do Porto e Norte de Portugal,Sim
125,504,Quinta de Ataíde,CLOTILDE ROSA DA SILVA,JANUARIO MANUEL DA SILVA ARAUJO,Agroturismo,0,6,12,6,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1118880000000,NA,Não,www.quintadeataide.com,reservas@quintadeataide.com,"Rua do Rio Homem, nº 200",4720-119,Rendufe Amr,"41,63291299 ; -8,41268267",Fiavel,030118,Rendufe,Amares,Braga,Cávado,Norte,Turismo do Porto e Norte de Portugal,Não
127,618,QUINTA DA CERCA,Rita Aquino Salvador Santos,Rita Aquino Salvador Santos,Agroturismo,0,6,8,6,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1325289600000,NA,Não,www.frusantos.com,frusantos@frusantos.com,Quinta da Cerca,3640-089,Ferreirim Srn,"40,94911643 ; -7,50245462",Fiavel,181818,União das freguesias de Ferreirim e Macieira,Sernancelhe,Viseu,Douro,Norte,Turismo do Porto e Norte de Portugal,Não
129,3551,Solar Quinta da Portela,CATIA BARBOSA T?O UNIPESSOAL LDA,CATIA BARBOSA T?O UNIPESSOAL LDA,Agroturismo,0,12,26,12,0,0,0,0,NaoIntegra,,Não,Sim,100,Sim, ,1345680000000,NA,Não,www.solarportela.com,solarportela@gmail.com,"Quinta da Portela, nº 301 Veiga - Cumieira",5030-069,Cumieira,"41,23369583 ; -7,77845888",Fiavel,171102,Cumieira,Santa Marta de Penaguião,Vila Real,Douro,Norte,Turismo do Porto e Norte de Portugal,Sim
131,6938,Quinta Calcaterra,Quinta Calcaterra Agro-turismo Lda,Quinta Calcaterra Agro-turismo Lda,Agroturismo,0,10,20,10,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1454371200000,NA,Não,www.calcaterra.pt,reservas@calcaterra.pt,Estrada Nacional 324,6430-081,Marialva,"40,94084092 ; -7,22558841",Fiavel,090907,Longroiva,Mêda,Guarda,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Não
133,1641,Monte Carvalhal da Rocha,MONTE CARVALHAL DA ROCHA TURISMO NO MEIO RURAL LDA,MONTE CARVALHAL DA ROCHA TURISMO NO MEIO RURAL LDA,ParqueCampismo/Caravanismo,4,0,0,0,0,0,0,450,NaoIntegra,,Não,Sim,150,Sim,,1300060800000,NA,Não,www.montecarvalhaldarocha.com,geral@montecarvalhaldarocha.com,Monte Carvalhal da Rocha,7630-569,São Teotónio,"37,49511764 ; -8,78656572",Fiavel,021121,São Teotónio,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
140,8085,Mercedes Country House,ATPM UNIPESSOAL LDA,ATPM UNIPESSOAL LDA,CasaDeCampo,0,7,14,7,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1538611200000,NA,Não,,Info@mercedescountryhouse.com,"Lugar do Medronhal, 475~Z",8005-502,Faro,"37,085069 ; -7,94504984",Fiavel,080503,Santa Bárbara de Nexe,Faro,Faro,Algarve,Algarve,Região de Turismo do Algarve,Sim
141,8105,Casa do Azevinho,MARIA JOÃO DE SÁ GIL RODRIGUES OLIVEIRA,NUNO RAFAEL OLIVEIRA RODRIGUES,CasaDeCampo,0,2,3,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não,-,1326240000000,NA,Não,,nunochao@gmail.com,Aveleira - Gave,4960-160,Gave,"41,9933752980286 ; -8,28138069585008",Fiavel,160308,Gave,Melgaço,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Não
142,8176,Quinta da Retorta,CASA AGRICOLA QUINTA DA RETORTA LDA,CASA AGRICOLA QUINTA DA RETORTA LDA,Agroturismo,0,7,14,5,2,0,0,0,NaoIntegra,,Não,Sim,80,Não,Piscina exterior,1543449600000,NA,Não,www.quintadaretorta.pt,quintadaretortapinhel@gmail.com,Quinta da Retorta,6400-552,Pinhel,"40,78588187 ; -7,06393617",Fiavel,091017,Pinhel,Pinhel,Guarda,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Sim
143,8200,Century-Old Watermill on the River Beach,EVARISTO TURISMO RURAL LDA,RICARDO TORRES VIANA UNIPESSOAL LIMITADA,CasaDeCampo,0,4,8,4,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1540512000000,Nao,Não,https://portugalactive.com/homes/century-old-water,info@portugalactive.com,"Caminho da Azenha, Nº230 - Vilar de Mouros - Caminha",4910-583,Vilar de Mouros,"41,8893560198881 ; -8,7832186120584",Fiavel,160218,Vilar de Mouros,Caminha,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Sim
144,8213,Casal do Arcebispado,"Casal do Arcebispado, Lda","Casal do Arcebispado, Lda",CasaDeCampo,0,3,8,1,2,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior.,1325635200000,NA,Não,,casaldoarcebispado@gmail.com,"Rua de S. Donato, nº 374",4650-529,Sousa,"41,34683631 ; -8,25165562",Fiavel,130337,União das freguesias de Torrados e Sousa,Felgueiras,Porto,Tâmega e Sousa,Norte,Turismo do Porto e Norte de Portugal,Não
145,8236,Casa das Muralhas,ROGADO & RENDEIRO LIMITADA,ROGADO & RENDEIRO LIMITADA,TurismoDeHabitacao,0,9,18,9,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1547510400000,NA,Sim,www.casadasmuralhas.pt,rogadoerendeiro@gmail.com,"Rua Pedro Alvares Cabral, nº 3 a 11",6200-162,Covilhã,"40,2810108852352 ; -7,50692320576561",Fiavel,050335,União das freguesias de Covilhã e Canhoso,Covilhã,Castelo Branco,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Sim
146,8260,Pensão Agrícola,Rui Pedro Liberato de Sousa,Rui Pedro Liberato de Sousa,CasaDeCampo,0,6,12,6,0,0,0,0,NaoIntegra,,Não,Não,0,Não,-,1426118400000,NA,Não,www.pensaoagricola.com,contact@pensaoagricola.com,Sitio do Valongo Caixa Postal 687 S,8800-072,Conceição Tvr,"37,16099723 ; -7,58963501",Fiavel,081414,Conceição,Tavira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
147,8272,Monte dos Aroeirais,MARIA JOSE SANTOS ANDRADE TELLES DE CARVALHO,MARIA JOSE SANTOS ANDRADE TELLES DE CARVALHO,Agroturismo,0,6,12,6,0,0,0,0,NaoIntegra,,Não,Sim,250,Não,Piscina exterior,1297728000000,NA,Não,www.montedosaroeirais.pt,montedosaroeirais@gmail.com,Estrada Ribeiro da Lapa,7460-103,Fronteira,"39,04771016 ; -7,62731716",Fiavel,120802,Fronteira,Fronteira,Portalegre,Alto Alentejo,Alentejo,Turismo do Alentejo,Não
148,8296,Da Tia Village,"QUINTA DOS GANSOS - EVENTOS, CONSULTORIA E EMPREE",Promessinvulgar - Unipessoal Lda,CasaDeCampo,0,5,10,0,5,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina interior e exterior,1250121600000,Nao,Não,,promessinvulgar@gmail.com,"Rua 25 de abril, 825",4650-450,Sernande,"41,34034046 ; -8,23032936",Fiavel,130336,"União das freguesias de Pedreira, Rande e Sernande",Felgueiras,Porto,Tâmega e Sousa,Norte,Turismo do Porto e Norte de Portugal,Sim
149,8297,Quinta de Cabanas Douro Country House,"IMOTOUR - SOCIEDADE DE TURISMO, S.A.","IMOTOUR - SOCIEDADE DE TURISMO, S.A.",Agroturismo,0,10,22,9,1,0,0,0,NaoIntegra,,Não,Sim,12,Não,Piscina interior e exterior; Ginásio,1727136000000,NA,Sim,www.quintadecabanas.pt,info@quintadecabanas.pt,Rua de Cabanas 131,4625-320,Penha Longa,"41,09116834 ; -8,16782577",Fiavel,130743,Penha Longa,Marco de Canaveses,Porto,Tâmega e Sousa,Norte,Turismo do Porto e Norte de Portugal,Sim
150,8300,Quinta de Silharezes,"QUINTA DE SILHAREZES Rural Resort, Lda","QUINTA DE SILHAREZES Rural Resort, Lda",Agroturismo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1534723200000,NA,Sim,,309lenam@gmail.com,"Rua da Ponte Românica, Nº 232, freguesia de Oleiros",4980-527,Oleiros Ptb,"41,79976073 ; -8,42323217",Fiavel,160614,Oleiros,Ponte da Barca,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Sim
151,8301,Casas da Villa  - Adufe e Sobreiro,António Manuel França Pissarra Gouveia,EDICAIS TURISMO UNIPESSOAL LDA,CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não,-,1552867200000,NA,Não,www.casasdavilla.com,pissarra@edicais.com,"Rua do Pardieiro, 6",6060-094,Monsanto Idn,"40,03863234 ; -7,11460945",Fiavel,050520,União das freguesias de Monsanto e Idanha-a-Velha,Idanha-a-Nova,Castelo Branco,Beira Baixa,Centro,Turismo do Centro de Portugal,Sim
153,8320,Parque de Campismo Rural de Janeiro de Baixo,Município de Pampilhosa da Serra,CENARIOS DE COR LDA,ParqueCampismo/Caravanismo,Sem atribuição de ,0,0,0,0,0,0,64,NaoIntegra,,Não,Não,0,Não,Campo de ténis,1550534400000,NA,Não,www.xistocamping.com,geral@xistocamping.com,Rua do Parque de Campismo,3320-105,Janeiro de Baixo,"40,04686956 ; -7,80162375",Fiavel,061204,Janeiro de Baixo,Pampilhosa da Serra,Coimbra,Região de Coimbra,Centro,Turismo do Centro de Portugal,Sim
154,8336,Parque de Natureza de Noudar,EDIA - Empresa de Desenvolvimento e Infra-estruturas de Alqueva S.A.,EDIA - Empresa de Desenvolvimento e Infra-estruturas de Alqueva S.A.,CasaDeCampo,0,13,38,13,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1528848000000,NA,Não,www.parquenoudar.com,pnoudar@edia.pt,Parque de Natureza de Noudar - Apartado 5,7230-000,Barrancos,"38,17562359 ; -7,03960084",Fiavel,020401,Barrancos,Barrancos,Beja,Baixo Alentejo,Alentejo,Turismo do Alentejo,Não
155,8354,Casa do Assento - Lado do Caminho,MARIA DA GLORIA LEITE DE VASCONCELOS,MARIA DA GLORIA LEITE DE VASCONCELOS,CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não,-,1197504000000,NA,Não,,casasvasc@gmail.com,"Casa do Assento (lado do Caminho), Lugar do Castelo",4980-451,Lindoso,"41,86782735 ; -8,19949698",Fiavel,160612,Lindoso,Ponte da Barca,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Sim
156,8369,Casa do Lavrador,AGRO PECUARIA JOSE AFONSO HENRIQUES LDA,AGRO PECUARIA JOSE AFONSO HENRIQUES LDA,CasaDeCampo,0,4,5,4,0,0,0,0,NaoIntegra,,Não,Não,0,Não,-,1024531200000,NA,Não,,acasadolavrador@gmail.com,Furnazinhas,8950-331,Odeleite,"37,3626339 ; -7,57465742",Fiavel,080403,Odeleite,Castro Marim,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
157,8386,Rito Hall da Serra,RITO HALL DA SERRA LDA,RITO HALL DA SERRA LDA,TurismoDeHabitacao,0,4,8,4,0,0,0,0,NaoIntegra,,Não,Não,0,Não,-,1533686400000,NA,Não,,info@ritohalldaserra.com,"Rua Luís de Camões, Largo da Igreja n.º 88",2480-142,São Bento,"39,52770667 ; -8,79028178",Fiavel,101610,São Bento,Porto de Mós,Leiria,Região de Leiria,Centro,Turismo do Centro de Portugal,Sim
158,8388,Herdade do Barrocal de Baixo,Odivel-Lar Lda,Odivel-Lar Lda,Agroturismo,0,21,39,21,0,0,0,0,NaoIntegra,,Não,Sim,300,Não,Piscina exterior; Campo de ténis,1577059200000,NA,Não,,hbb@grupolopesrosa.pt,Herdade do Barrocal de Baixo,7050-701,Foros de Vale de Figueira,"38,7454015 ; -8,2771381",Fiavel,070607,Ciborro,Montemor-o-Novo,Évora,Alentejo Central,Alentejo,Turismo do Alentejo,Sim
159,8392,Quinta Lusitânia,IGLER HOLIDAYS AND HORSES SOCIEDADE UNIPESSOAL LDA,IGLER HOLIDAYS AND HORSES SOCIEDADE UNIPESSOAL LDA,CasaDeCampo,0,6,12,6,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1553731200000,NA,Não,www.quintalusitania.pt,info@quintalusitania.pt,Rua do Calvário n. 1,3440-126,Couto do Mosteiro,"40,40996047 ; -8,14261253",Fiavel,181411,União das freguesias de Santa Comba Dão e Couto do Mosteiro,Santa Comba Dão,Viseu,Viseu Dão Lafões,Centro,Turismo do Centro de Portugal,Sim
161,8400,Ternaldo - Agroturismo,Maria Florinda Carvalho Lopes Teixeira - Cabeça de Casal de,,Agroturismo,0,4,8,4,0,0,0,0,NaoIntegra,,Não,Não,0,Não,-,1554163200000,NA,Não,www.ternaldo.pt,ternaldo.agroturismo.relax@gmail.com,Rua da Barca nº 794,4860-065,Arco de Baúlhe,"41,48107178 ; -7,94829977",Fiavel,030419,União das freguesias de Arco de Baúlhe e Vila Nune,Cabeceiras de Basto,Braga,Ave,Norte,Turismo do Porto e Norte de Portugal,Não
162,8404,Solar da Quinta do Regalo,VITOR MANUEL LEONARDO RODRIGUES,SABERES DA QUINTA - TURISMO SAUDE E BEM ESTAR LDA,TurismoDeHabitacao,0,5,10,5,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Ginásio; Piscina exterior,1553817600000,NA,Sim,www.quintadoregalo.com,saberesdaquinta@gmail.com,Quinta do Regalo - Estrada Nacional 111,3025-309,Coimbra,"40,23807043 ; -8,48672879",Fiavel,060332,União das freguesias de Antuzede e Vil de Matos,Coimbra,Coimbra,Região de Coimbra,Centro,Turismo do Centro de Portugal,Sim
163,8409,Solar das Bouças,Solar das Bouças S.A.,LEGADO VIAJANTE - UNIPESSOAL LDA,TurismoDeHabitacao,0,6,12,6,0,0,0,0,NaoIntegra,,Não,Sim,80,Não,Piscina exterior,1305072000000,NA,Não,www.solardasboucas.com,welcome@quantique.pt,"Rua do Castro, nº 1415",4720-614,PROZELO AMR,"41,61728614 ; -8,38447197",Fiavel,030127,"União das freguesias de Ferreiros, Prozelo e Besteiros",Amares,Braga,Cávado,Norte,Turismo do Porto e Norte de Portugal,Sim
164,8419,Paraiso Escondido,Bernardete Maria Esteves Serrao,Bernardete Maria Esteves Serrao,CasaDeCampo,0,12,23,5,7,0,0,0,NaoIntegra,,Não,Não,0,Sim,Piscina exterior,1547510400000,NA,Não,www.paraisoescondido.pt,info@paraisoescondido.pt,"Paraiso Escondido, Casa Nova da Cruz",7630-568,São Teotónio,"37,49548166 ; -8,65417118",Fiavel,021121,São Teotónio,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Sim
165,8420,Quinta da Lagarta,MTeixeira,jorge teixeira,CasaDeCampo,0,3,6,3,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1192752000000,NA,Não,,Quintadalagarta@gmail.com,Amareira,4830-062,Calvos Pvl,"41,59975639 ; -8,25939543",Fiavel,030931,União das freguesias de Calvos e Frades,Póvoa de Lanhoso,Braga,Ave,Norte,Turismo do Porto e Norte de Portugal,Sim
